,objectID,title,department,artistDisplayName,artistNationality,artistGender,objectDate,timeperiod
263,37863.0,Kedar Ragini: Folio from a ragamala series (Garland of Musical Modes),Asian Art,Ruknuddin,,,ca. 1690–95,not modern
264,74648.0,Varaha Triumphant,Asian Art,,,,late 18th century,not modern
265,816264.0,Heian Wall,Asian Art,Munakata Shikō,Japanese,,1967,modern
266,816263.0,"Red and Blue, Two Attendants",Asian Art,Munakata Shikō,Japanese,,1950s,modern
267,45262.0,The Plains of Musashi,Asian Art,,,,17th century,not modern
268,698738.0,Lovers,Asian Art,L. T. P. Manjusri,Sri Lankan,,"dated September 21, 1977",modern
269,435876.0,"Madame Cézanne (Hortense Fiquet, 1850–1922) in a Red Dress",European Paintings,Paul Cézanne,French,,1888–90,modern
270,53892.0,Albums of scenes from The Tale of Genji,Asian Art,Tosa Mitsunori,Japanese,,early 17th century,not modern
271,481213.0,"Coast Guard Station, Two Lights, Maine",Modern and Contemporary Art,Edward Hopper,American,,1927,modern
272,36263.0,Plum,Asian Art,Zhao Yunhe,Chinese,,dated 1939,modern
273,817385.0,Untitled (Sword of Ali),Modern and Contemporary Art,Faramarz Pilaram,Iranian,,ca. 1960–63,modern
274,36065.0,Man Sleeping on a Bamboo Couch,Asian Art,Unidentified artist,,,,not modern
275,436817.0,A Mountainous Landscape with a Waterfall,European Paintings,Kerstiaen de Keuninck,Flemish,,ca. 1600,not modern
276,49636.0,Plum,Asian Art,Gao Yehou,Chinese,,dated 1945,modern
277,76093.0,Album of Seal Impressions,Asian Art,Fung Ming Chip,Chinese,,2003,modern
278,53463.0,Landscapes of the Four Seasons,Asian Art,Yamamoto Baiitsu,Japanese,,1848,not modern
279,436282.0,The Crucifixion; The Last Judgment,European Paintings,Jan van Eyck,Netherlandish,,ca. 1440–41,not modern
280,36170.0,"Animals, Flowers and Birds",Asian Art,Ren Yi (Ren Bonian),Chinese,,19th century,modern
281,488978.0,Autumn Rhythm (Number 30),Modern and Contemporary Art,Jackson Pollock,American,,1950,modern
282,310012.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Manggabako, Kuimbi Wanyi",,,1973,modern
283,310032.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1973,modern
284,310094.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1973,modern
285,310077.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1973,modern
286,310087.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
287,459970.0,Young Girl in a Blue Dress,Robert Lehman Collection,Auguste Renoir,French,,ca. 1890,modern
288,11808.0,"Excursionists, Nahant",The American Wing,Maurice Brazil Prendergast,American,,ca. 1896–97,modern
289,435773.0,The Weeders,European Paintings,Jules Breton,French,,1868,modern
290,49067.0,An Arhat Reading a Sutra by Moonlight,Asian Art,Jifei Ruyi (Japanese: Sokuhi Noitsu) 即非如一,Chinese,,"17th century, after 1661",not modern
291,53409.0,Two Cranes,Asian Art,Itō Jakuchū,Japanese,,1795,not modern
292,73657.0,Returning to Nature through a Reclusive Life,Asian Art,Yu Peng,Chinese,,dated 1996,modern
293,486852.0,Sweet Back Man,Modern and Contemporary Art,Benny Andrews,American,,1996,modern
294,55299.0,Landscape with the Moon,Asian Art,Shiokawa Bunrin,Japanese,,19th century,modern
295,754545.0,White-Robed Kannon,Asian Art,Sakai Hōitsu,Japanese,,1823,not modern
296,65574.0,Beauty of the Yoshiwara with Apprentice in Moonlight,Asian Art,Teisai Hokuba,Japanese,,19th century,modern
297,311983.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Duyuman,,,1965,modern
298,311982.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Geipuk,,,1965,modern
299,311951.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Geipuk,,,1965,modern
300,311985.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Kaumindja,,,1965,modern
301,311984.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Kaumindja,,,1965,modern
302,309863.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
303,310010.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
304,310022.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Masau, Abgwala Kalaba",,,1973,modern
305,309477.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
306,310034.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
307,310005.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Masau, Abgwala Kalaba",,,1973,modern
308,310017.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
309,310029.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1973,modern
310,310006.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yindaka, Sunggwei Wanyi",,,1973,modern
311,310041.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yindaka, Sunggwei Wanyi",,,1973,modern
312,310024.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1973,modern
313,310036.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1973,modern
314,310016.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
315,309476.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
316,310040.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwarandjindji, Kalaba",,,1973,modern
317,309864.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sakwal, Amachi Kalaba",,,1973,modern
318,310028.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
319,310004.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kurumbai, Wanyi clan",,,1973,modern
320,310011.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
321,310023.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Masau, Abgwala Kalaba",,,1973,modern
322,310035.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
323,309478.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Manggabako, Kuimbi Wanyi",,,1973,modern
324,310018.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Manggabako, Kuimbi Wanyi",,,1973,modern
325,310030.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1973,modern
326,309479.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Gwoiyap, Amachi Kalaba",,,1973,modern
327,310013.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
328,309480.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Gwoiyap, Amachi Kalaba",,,1973,modern
329,310019.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
330,310007.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
331,309867.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mendamei of Dokapa, Washkuk village",,,1973,modern
332,310025.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Naualinggai, Kalaba",,,1973,modern
333,310003.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kurumbai, Wanyi clan",,,1973,modern
334,310031.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
335,310008.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Gwoiyap, Amachi Kalaba",,,1973,modern
336,310014.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yagari, Seseriman village",,,1973,modern
337,310009.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mendamei of Dokapa, Washkuk village",,,1973,modern
338,309481.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mendamei of Dokapa, Washkuk village",,,1973,modern
339,310026.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yagari, Seseriman village",,,1973,modern
340,310015.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwarandjindji, Kalaba",,,1973,modern
341,310020.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1973,modern
342,310027.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kurumbai, Wanyi clan",,,1973,modern
343,310038.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1973,modern
344,310021.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mundik, Kalaba",,,1973,modern
345,310037.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
346,310039.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Gwoiyap, Amachi Kalaba",,,1973,modern
347,310033.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
348,310042.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1973,modern
349,310096.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Naualinggai, Kalaba",,,1973,modern
350,310082.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
351,310100.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Naualinggai, Kalaba",,,1973,modern
352,310093.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1973,modern
353,310079.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
354,310080.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
355,310101.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yindaka, Sunggwei Wanyi",,,1973,modern
356,310089.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwarandjindji, Kalaba",,,1973,modern
357,310117.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1973,modern
358,310084.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
359,310107.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sakwal, Amachi Kalaba",,,1973,modern
360,310099.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1973,modern
361,310078.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
362,310081.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kurumbai, Wanyi clan",,,1973,modern
363,310102.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
364,310076.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
365,310118.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
366,310112.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mendamei of Dokapa, Washkuk village",,,1973,modern
367,310075.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
368,310095.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sikaap, Abgwala Kalaba",,,1973,modern
369,310106.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mundik, Kalaba",,,1973,modern
370,310043.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yagari, Seseriman village",,,1973,modern
371,310111.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yindaka, Sunggwei Wanyi",,,1973,modern
372,310105.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
373,310090.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1973,modern
374,310083.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
375,310088.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sakwal, Amachi Kalaba",,,1973,modern
376,310108.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sakwal, Amachi Kalaba",,,1973,modern
377,310114.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yindaka, Sunggwei Wanyi",,,1973,modern
378,310113.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
379,310097.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
380,310085.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1973,modern
381,310109.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1973,modern
382,310098.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Daniel Kuraga,,,1973,modern
383,310115.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
384,310092.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
385,310091.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
386,310103.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1973,modern
387,310086.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1973,modern
388,310116.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Manggabako, Kuimbi Wanyi",,,1973,modern
389,310110.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kurumbai, Wanyi clan",,,1973,modern
390,310104.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sakwal, Amachi Kalaba",,,1973,modern
391,311655.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1970,modern
392,310137.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
393,310120.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1973,modern
394,311656.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Masau, Abgwala Kalaba",,,1970,modern
395,310123.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
396,310127.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
397,310126.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
398,310125.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
399,310132.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1973,modern
400,310121.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwarandjindji, Kalaba",,,1973,modern
401,310135.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sikaap, Abgwala Kalaba",,,1973,modern
402,310144.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
403,310138.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
404,310131.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
405,310122.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1973,modern
406,310119.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1973,modern
407,310124.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
408,310140.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1973,modern
409,310128.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
410,310143.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
411,310134.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1973,modern
412,310133.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1973,modern
413,310145.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1973,modern
414,310141.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
415,310139.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
416,310136.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Naualinggai, Kalaba",,,1973,modern
417,310130.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Manggabako, Kuimbi Wanyi",,,1973,modern
418,311654.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
419,310129.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mendamei of Dokapa, Washkuk village",,,1973,modern
420,310142.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Fetumbok, Wanyi",,,1973,modern
421,312047.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
422,312036.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1970,modern
423,312013.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
424,312009.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
425,312020.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
426,311658.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yindaka, Sunggwei Wanyi",,,1970,modern
427,312042.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Masau, Abgwala Kalaba",,,1970,modern
428,312032.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
429,312019.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1970,modern
430,312018.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
431,312034.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
432,312031.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1970,modern
433,312023.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Masau, Abgwala Kalaba",,,1970,modern
434,312008.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
435,312041.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sakwal, Amachi Kalaba",,,1970,modern
436,311662.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1970,modern
437,311659.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1970,modern
438,312025.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
439,312014.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
440,312011.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1970,modern
441,312007.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
442,312046.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1970,modern
443,311664.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yabnumbu, Hamakwa",,,1970,modern
444,311661.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sakwal, Amachi Kalaba",,,1970,modern
445,312029.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1970,modern
446,311663.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Gwoiyap, Amachi Kalaba",,,1970,modern
447,311657.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
448,312035.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Paul Yapmunggwiyo, Kalaba",,,1970,modern
449,311660.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1970,modern
450,312024.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yindaka, Sunggwei Wanyi",,,1970,modern
451,312010.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1970,modern
452,312016.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
453,312044.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1970,modern
454,312040.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Mburrnggei, Amachi-Kalaba",,,1970,modern
455,312017.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
456,312037.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Sakwal, Amachi Kalaba",,,1970,modern
457,312043.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kulumb, Simberaga Wanyi",,,1970,modern
458,312022.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
459,312012.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
460,312039.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,Tagopai,,,1970,modern
461,312033.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yabnumbu, Hamakwa",,,1970,modern
462,312015.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Kwanggi, Kalaba",,,1970,modern
463,312030.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yabnumbu, Hamakwa",,,1970,modern
464,312026.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1970,modern
465,312021.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1970,modern
466,312038.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
467,312045.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1970,modern
468,312027.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1970,modern
469,312066.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Numei, Amachi Kalaba",,,1970,modern
470,312072.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yinongwut, Sunggwei Wanyi",,,1970,modern
471,312073.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1970,modern
472,312061.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1970,modern
473,312054.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
474,312050.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
475,312091.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Naualinggai, Kalaba",,,1970,modern
476,312086.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Masau, Abgwala Kalaba",,,1970,modern
477,312068.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
478,312074.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Yuanei, Abgwala Kalaba",,,1970,modern
479,312056.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
480,312052.0,Painting from a Ceremonial House Ceiling,The Michael C. Rockefeller Wing,"Abwiyeti, Wanyi",,,1970,modern
